id,img_path,overview,cat1,cat2,cat3
TRAIN_00198,./image/train/TRAIN_00198.jpg,밥알처럼 잘게 썬 ‘눈꽃붕장어회’가 유명한 횟집이다. 기장식 붕장어회는 회를 뜬 것이 아니고 세꼬시로 잘게 썬 것도 아니라 채를 썬 형태로 독특한 식감을 자랑한다. 물기를 쫙 뺀 담백 고소 그 자체로 일반적으로 먹는 붕장어 회처럼 한 점씩 젓가락으로 집어 먹는 것이 아니고 숟가락으로 듬뿍 퍼서 개인에 취향에 따라 깻잎에 싸 먹거나 간장에 찍어 먹으면 된다. 포슬포슬하게 입안에서 녹는 붕장어회를 부산 기장만의 독특한 스타일로 즐기고 싶다면 이 식당을 추천한다.,음식,음식점,한식
TRAIN_00199,./image/train/TRAIN_00199.jpg,"부산시 사상구에 있는 덕포시장은 언덕을 의미하는 ‘덕’과 포구를 의미하는 ‘포’를 써서 언덕에 있는 시장이라는 뜻이다. 오래전 이곳에 커다란 포구가 있었고 포구를 중심으로 유동인구가 많이 몰리면서 자연스럽게 시장이 형성되었기 때문에 붙은 이름이다.  하지만 2007년 덕포시장은 전통시장에 이름을 올리면서 <언덕에 있는 시장>이 아닌 <복이 있는 시장>으로 뜻을 변경하였다. 풍성한 먹거리와 볼거리를 구비해 방문하는 사람들에게 행복이라는 복을 전해주는 시장으로 거듭나겠다는 의지 표명이라고 한다. 부산도시철도 2호선 덕포역에서 가까워 접근성이 좋은 시장으로 190여 개의 점포에는 건어물, 과일, 채소, 반찬 등 다양한 먹거리가 있고, 떡볶이, 옛날 과자, 강정 같은 간식거리가 있으며 식당, 고객쉼터 같은 편의시설을 갖추고 있다.",쇼핑,쇼핑,상설시장
TRAIN_00200,./image/train/TRAIN_00200.jpg,젊음과 문화의 거리 홍대에 위치한 홍대난타전용관에서는 하루 2회씩 난타공연이 열린다. 323석의 관람석을 갖추고 있다. <br>,인문(문화/예술/역사),문화시설,공연장
TRAIN_00201,./image/train/TRAIN_00201.jpg,"용인시청 맞은편에 위치한 굴 요리 전문점이다.  주 메뉴인 굴정식 상차림의 시작은 굴미역국이다. 밑반찬으로 어리굴젓 한 접시와 간단한 곁들임 반찬이 나온다. 굴정식은 생굴, 굴무침, 굴전, 멍게 (계절에 따라 석화), 그리고 돌솥굴밥이 나온다.  돌솥 굴밥에는 굴, 버섯, 콩, 은행이 들어가 있다. 돌솥밥은 잘게 썬 부추와 양념장을 넣고 비벼 먹는다. 돌솥누룽지는 긁어먹고 숭늉을 만들기도 한다. 넓은 실내 좌석 외에 용인시청이 한눈에 보이는 야외 테라스도 있다.",음식,음식점,한식
TRAIN_00202,./image/train/TRAIN_00202.jpg,"우전옥은 30년 전통의 게장&한정식 전문점으로 내 가족이 먹는다는 신념을 가지고 음식을 제공한다. 신선하고 엄선된 재료를 사용하여, 고객의 다양한 입맛에 맞는 메뉴를 개발해내고자 노력하며, 고객 중심의 서비스로 좀 더 가깝게 다가가고자 노력하는 음식점이다. 넓은 매장과, 넉넉한 테이블 수, 넉넉한 주차 공간을 무료로 제공한다.",음식,음식점,한식
TRAIN_00203,./image/train/TRAIN_00203.jpg,"소문난식당은 1960년대부터 영업을 시작한터라 그 시간이 이집의 음식맛을 먼저 얘기해 준다. 주메뉴의 재료인 청포는 비타민과 단백질, 탄수화물이 풍부하며, 피부 치료에 효과가 있으며 해독작용도 뛰어난 것으로 알려져 있어 웰빙음식에 선두주자이다. 메뉴로는 된장찌개와 같이 나오는 양념장과 비벼먹는 청포묵조밥으로 유명하며, 이것은 서울에서는 쉽게 맛볼 수 없는 별미이다. 또한 정식메뉴로 전체음식을 맛볼 수 있는 청포묵조밥 정식은 12가지의 밑반찬과 식전에 녹두죽이 먼저 나온다. 내부는 꽤 깔끔한편이고 4개의 별실덕분에 차분한 식사를 즐길 수 있다. 음식점 메인홀에도 좌석이 있으나 보통 손님이 차기전에는 분위기 좋은 별실에서 식사를 하는 경우가 많다.<br>",음식,음식점,한식
TRAIN_00204,./image/train/TRAIN_00204.jpg,"“에헤라~ 멸치 천재로구나”<br><br>매일 파도와 싸우며 잡아 올린 싱싱한 수산물! <br>만선의 기쁨을 함께하는 갈매기!<br> 힘차게 파도를 가르는 어부들의 웃음!<br>건강한 삶의 에너지가 넘치는 대한민국의 최고의 미항, 미조!<br><br>미조는 하늘을 닮은 쪽빛 바다와 바다를 품고 앉은 기암괴석, 송림과 은빛모래가 어우러진 ‘송정 솔바람해변’, 나라를 위해 목숨을 바친 최영 장군의 넋을 기린 ‘무민사’, 해풍으로부터 마을을 지키기 위해 조성한 천연기념물 ‘남해미조리 상록수림’ 등 천혜의 자연과 인심 좋은 따뜻한 사람들이 하나 되어 살아가는 아름다운 곳이다.<br><br>멸치회, 멸치쌈밥, 싱싱한 수산물, 건강한 사람, 한 폭의 수채화 같은 자연이 한데 어우러진 보물섬 남해 미조에서 열리는 보물섬 미조항 멸치 & 바다축제. 다양한 바다체험과 볼거리, 먹거리로 행복한 여행을 시작해 보자.",인문(문화/예술/역사),축제,일반축제
TRAIN_00205,./image/train/TRAIN_00205.jpg,호불사의 원명은 청룡사로 처음 이 절을 지은이는 지금 주안시민회관 앞에서 금수당 한의원을 경영하고 있는 김현규씨다. 1958년 당시 경의대 한의학과 3학년에 재학하던 대학생으로 옥련동에 건축허가를 내어 현장감독을 하면서 준공에 이르기까지 이 절을 짓는데 주역노릇을 했다.<br>,인문(문화/예술/역사),역사관광지,사찰
TRAIN_00206,./image/train/TRAIN_00206.jpg,"서귀포에 있는 춘미향은 도민들에게 인정받은 맛집으로 알려져 있다. 제주도를 방문하는 여행객들에게 소문이 나 춘미향을 한 번도 안 와본 사람은 있어도 한 번만 오는 사람이 없다 할 정도로 맛과 가격 면에서 칭찬하는 후기들을 많이 볼 수 있다. 온 가족이 함께 운영하는 곳으로 어머니는 밑반찬을, 아버지는 낚시를, 형제는 맛깔난 요리들을 내온다. 산지에서 얻은 신선한 재료와 제철 식재료를 이용하여 맛과 건강을 챙길 수 있는 곳이다. 이곳의 대표 메뉴는 돈목살 100g, 보말 미역국, 옥돔, 딱새우, 밑반찬이 나오는 춘미향 정식이다. 그 외 단품으로 생선구이, 찜, 조림, 근고기, 두루치기 등 다양한 메뉴가 있어 선택의 폭이 넓다. 주차 공간이 따로 마련되어 있지 않고 가게 앞 몇 자리뿐이라 사람이 많을 때는 주차가 어려울 수 있다.",음식,음식점,한식
TRAIN_00207,./image/train/TRAIN_00207.jpg,"강남역 주변은 강남 지역에 있어서 교통의 핵심인 곳이다. 강남대로를 중심으로 동쪽으로는 테헤란로가 뻗어 있어 잠실 방향과 이어지며, 서쪽으로는 사당 방면으로 연결된다. 교보타워 사거리에서 좌측으로는 고속터미널과 이어져 노량진 및 서부 서울로 연결되며, 그대로 북쪽으로는 한남대교를 거쳐 강북으로 연결된다. 그리고 남쪽으로는 양재를 거쳐 분당 등의 신도시와 성남시 등 수도권으로 연결된다. 많은 유동인구가 강남역으로 모이는 이유는 강남역 부근이 만남을 위한 약속장소로 적합하기 때문이다. 각종 모임이나 행사 또는 개인적인 만남을 갖기에 좋은 지역적, 상권적 특성을 지니고 있다. 따라서 평일에는 주로 저녁 시간대, 주말의 경우는 낮부터 강남역 10, 11번 출구, 롯데시네마 앞(구,시티극장), 지오다노 매장 앞 등에서 많은 사람들로 붐비는 것을 흔히 볼 수 있다.<br /><br />편리한 교통과 다수의 패션관련 매장, 극장, 대형서점 등 소비를 하기 좋은 이러한 환경이 거리가 먼 지역의 소비자들까지 강남역으로 모이게 하고 있다. 강남구에서는 내ㆍ외국인 관광객에게 종합관광서비스는 물론, 강남구의 우수 인프라인 의료와 한류에 대하여 보고, 느끼고, 즐길 수 있는 체험형 관광거점시설인 강남관광정보센터를 건립ㆍ운영하고 있으며, 강남관광정보센터는 서울과 강남의 주요 관광명소를 안내하고 관광객 편의시설을 갖춘 ‘종합관광안내센터’와 강남구 특화 병원과 진료 프로그램을 소개하고 체험할 수 있는 ‘메디컬투어센터’,  한류 스타를 활용하여 다양한 한류체험이 가능한 ‘한류체험관’으로 구성되어있다.<br>",인문(문화/예술/역사),체험관광지,이색거리
TRAIN_00208,./image/train/TRAIN_00208.jpg,"지엘시티호텔 인천공함점은 인천 국제 공항 근처 영종도 운서역에 위치한 호텔이다. 공항철도 운서역에서 도보 5분, 인천공항에서 10분 거리에 있다. 동북아시아의 허브 인천국제공항과 영종도 상권의 중심지인 운서동에 근접해 있어 국제적 비즈니스 여행객을 위한 최적의 조건을 갖추었다. 또한, 영종도의 대표적 관광지인 을왕리 해수욕장, 마시안 해변 등 일몰 명소가 차량으로 10여 분 거리에 있어 여행을 온 관광객들에게도 최고의 위치에 자리하고 있다. 다양한 시설과 서비스를 제공하는 본 숙소에서 편안하게 숙박할 수 있다. 본 숙소에는 Wi-Fi (무료/전 객실), 24시간 경비 서비스, 편의점, 일일 청소 서비스, 냉난방 등이 갖춰져 있다. 설비가 잘 갖춰져 일부 객실에는 평면 TV, 공기 청정기, 옷걸이, 무료 인스턴트 커피, 무료 차 등이 구비되어 있다.",숙박,숙박시설,한옥스테이
TRAIN_00209,./image/train/TRAIN_00209.jpg,"이월드(구.우방타워랜드)는 1995년에 설립된 Tower와 Park가 어우러진 유럽식 도시공원으로 매년 평균300만 명 이상의 입장객이 방문하여 시·도민의 일상 문화·휴식공간으로의 역할을 수행함은 물론 대구·경북을 넘어 수도권 이남을 대표하는 테마파크로 자리매김하고 있다. 이월드에서는 겨울철에만 썰매를 즐길 수 있는 것이 아닌 여름철에는 잔디썰매를 운영하여 또다른 즐거움을 선사하고 있다. 잔디썰매는 잔디 위에서 시원한 물과 함께 썰매를 즐길 수 있어 여름철 휴가로 안성맞춤이다.<br /><br />* 여름철 썰매<br />잔디썰매 : 겨울철에만이 아닌 여름철에도 잔디위에서 시원한 물과 함께 썰매를 즐길 수 있다. <br /><br />* 겨울철 썰매 <br />플라스틱 썰매 : 가장 일반적인 형태의 눈썰매. 썰매 자체의 무게가 가벼워 속도감이 좋고, 누구나 부담 없이 즐길 수 있다는 것이 장점이다.<br />튜브 썰매 : 물놀이때 사용하는 튜브를 연상하면 이해가 빠르다. 마찰력이 적어 속도가 빠름은 물론, 쿠션감이 좋고 활강 시 충격이 적다.<br>",레포츠,육상 레포츠,썰매장
TRAIN_00210,./image/train/TRAIN_00210.jpg,"경기 시흥에 위치한 물왕 숲 캠핑파크는 아이들이 놀기 좋은 캠핑장으로 관리가 잘 되고 있는 곳으로 유명하다. 각 사이트는 차박 존, 카라반존, 캠프렛 존, 바비큐 존 등으로 구분되어 있다. 아이들에게 인기 많은 트램펄린은 연령대별로 이용 시간이 구분되어 있다.",레포츠,육상 레포츠,"야영장,오토캠핑장"
TRAIN_00211,./image/train/TRAIN_00211.jpg,"꽁당보리밥은 충청남도 아산시 모종동에 있다. 추억의 보리밥을 맛볼 수 있고, 이색적인 서비스 메뉴도 있어 많은 사람의 발길이 모인다.
대표 메뉴는 추억의 불고기 보리밥이다. 불고기전골, 청국장, 나물 비빔밥 등이 상에 오른다.  제철 비빔 채소와 보리밥, 오늘 삶은 수육이 기본으로 제공되고, 청국장 정식 2인 이상 주문 시 서비스메뉴 1가지가 제공된다(고등어구이, 도토리묵무침, 씬피자)  이 밖에 청국장 보리밥, 옹기 보리밥, 고등어구이, 수육, 촌두부, 부추전, 도토리묵 등도 판다.
천안IC에서 가깝고, 인근에 신정호국민관광지, 현충사, 온양온천이 있어 연계 여행에 나서기 좋다.",음식,음식점,한식
TRAIN_00212,./image/train/TRAIN_00212.jpg,"블루스카이는 제주도 관광의 중심인 중문 관광단지에 근접한 콘도형 민박이다. 이곳은 깨끗한 침실과 정갈한 주방과 화장실, 그리고 바다가 보이는 테라스는 이곳 블루스카이 숙소에서만 느낄 수 있다. 연말연시, 성수기를 제외하곤 숙박료와 렌트가를 함께  이용할 수 있는 특별 이벤트가 실시되고 있다.
객실 내에는 TV, 컴퓨터, 냉장고, 밥통, 전화, 주방기구 일체 및 드라이어 등등 모든 비품들이 마련되어 있다. 인원수별로 여러 가지의 테마 방들이 만들어져 있으며 깨끗함을 항시 유지하기 때문에 기분 좋게 휴식을 취할 수 있을 것이다. 넓은 정원이 있어 아이들이 뛰어놀 수 있으며 어른들은 간단한 공놀이 게임을 할 수 있다. 넓은 밀감 과수원이 있어 직접 감귤을 따서 먹을 수 있는 특별한 체험도 할 수 있다.",숙박,숙박시설,펜션
TRAIN_00213,./image/train/TRAIN_00213.jpg,"만나카페는 경기도 과천시 문원동에 있는 카페이다. 넓은 정원과 생태 학습장이 있다. 피톤치드 가득한 아름다운 자연 속에서 향긋한 커피를 마시며 휴식을 취할 수 있다. 대표메뉴인 딸기라떼를 비롯하여 다양한 음료를 판매한다. 또한 음료와 같이 먹을 수 있는 디저트와 샌드위치를 판매하고 있고, 브런치 메뉴가 있어 식사를 할 수도 있다.",음식,음식점,바/까페
TRAIN_00214,./image/train/TRAIN_00214.jpg,"라페스타는 일산신도시 중심상업용지의 보행자몰 구간 중 일부를 차지하고 있고, 의도 상으로도 명실 상부한 신도시 보행문화의 중심이다. 상업적 중심이기에 애초에 이곳은 테마있는 보행자 몰로 활성화되기를 원했던 구간이며, 현재 일산최대의 상업지역이다. 옥외에 생긴 국내 1호의 몰개념 쇼핑 공간 라페스타는 연면적 2만여평, 총길이 300m 폭 28m의 보행자도로 등의 규모를 자랑한다. 이곳은 명동이나 압구정동처럼 자연발생적으로 생겨난 곳은 아니다. 일정한 계획단계를 거쳐 설계가 이루어졌으며 터를 파고 건물을 지어 탄생된 곳이다. 일산에 처음 선보인 몰 개념의 라페스타는 찾는 사람들에게 즐겁고, 재미나고, 유쾌함을 전해준다. 언제나 다양한 문화행사를 통해 단순히 쇼핑의 역할뿐만 아니라 볼거리와 먹을거리, 즐길 거리를 제공한다. 이곳의 진입부분부터 끊어지지 않게 이어주는 동선은 시간이 가는 줄 모르게 할 뿐만 아니라, 쇼핑 중간의 지친 이들에게 휴식과 여유를 주기도 한다. 이러한 자연스러운 동선은 총 6개동으로 나누어진 건물 상층부위에서도 조형적으로 처리된 브릿지를 통해 가능하게 되었다. 또한 300m에 걸쳐 펼쳐진 6개동의 입면은 각각 화려한 색을 뽐내며 뷰티샵, 푸드 코트, 롯데시네마 8개관 등 최근 멀티기능을 가진 쇼핑 공간 못지않은 시설을 가지고 있다.

아울러 라이브나 콘서트 등이 가능한 대규모 공연장도 갖추고 있어 그 어느 문화공간과 뒤쳐지지 않는 환경으로 꾸며져 있다. 이러한 점은 분명 기존에 알고 지내던 쇼핑·문화공간과도 크게 다를 바는 없다. 하지만 분명 다른 것은 화창한 봄날에 햇빛을 마음껏 맞으며 즐길 수 있는 쇼핑, 마치 놀이동산이라도 온 듯한 착각을 주는 다양한 행사. 또한 라페스타는 일산의 명동이라 불린다. 미국의 샌타모니카 거리나 일본의 신주쿠 거리와도 비교된다. 각종 음식점과 패션몰은 물론이고 테마카페와 대형오락실로 재미를 선사하고 피트니스센터와 뷰티클리닉으로 외모에 관심이 많은 젊은층의 눈길을 사로잡고 있다.",레포츠,육상 레포츠,스키(보드) 렌탈샵
TRAIN_00215,./image/train/TRAIN_00215.jpg,"반디빌리지는 가평군 설악면 반딧불마을에 자리 잡은 애견전용 풀빌라 펜션이다. 애견 전용 수영장과 전용 놀이터를 갖춘 6개의 프라이빗한 객실과 전용 카페 등을 갖추고 있어 반려견을 키우는 가족이라면 꼭 한번 가고 싶은 펜션이다.
반디빌리지의 객실은 모두 독채 복층 구조다. 성인 기준 2인용 펜션 4동과 4인용 펜션 2동으로 구성돼 있다. 각 동에는 애견을 위한 수영장과 반려견이 뛰어놀 수 있는 잔디 마당이 딸려 있다. 1층은 넓은 거실과 취사가 가능한 주방, 식당 공간이 위치하고, 2층으로 올라가면 침대가 있다. 따스한 우드톤 객실은 모든 면에서 반려견 친화적인 인테리어가 돋보인다. 거실 한쪽에 마련된 반려견 전용 스파와 드라이룸은 반디빌리지만의 매력 포인트. 반려견 전문 리조트답게 애견 풀케어 서비스를 제공한다. 배변 패드, 매너 밸트, 애견 전용 수건이 무료다. 애견 전용 비상 구급약품까지 구비돼 있다. 객실 1층으로 나가면 바비큐를 즐길 수 있는 야외 공간이 있다. 
객실 이외에 공용 공간도 돋보인다. 펜션 입구에 위치한 카페 반디에서는 웰컴 드링크 서비스와 조식 서비스가 제공된다. 또 반려견을 위한 피트니스 도구를 갖추어 반려견의 운동을 돕는다. 펜션 한가운데에는 공용 반려견 잔디마당이 있는데 안전 펜스로 완벽히 분리된 전용 놀이터다. 주기적으로 전문 업체 관리 서비스를 받기 때문에 진드기 걱정 없이 뛰어놀 수 있다.",숙박,숙박시설,펜션
TRAIN_00216,./image/train/TRAIN_00216.jpg,"강원도 홍천 해발 500m에 위치한 늘편한캠핑장은 조용한 캠핑장이다. 용소계곡 최상류에 위치하여 1년 365일 맑은 계곡물을 자랑한다. 한 여름에도 시원하고, 시원한 계곡 물소리를 들으며 바비큐를 이용 할 수 있다. 밤이면 쏟아질 듯한 별들도 함께 즐길 수 있다.",레포츠,육상 레포츠,"야영장,오토캠핑장"
TRAIN_00217,./image/train/TRAIN_00217.jpg,"통영시 산양읍에 위치한 오션 브리즈 요트는 요트 체험과 스노클링, 요트 대여를 하는 요트 전문 체험장이다. 이곳에서는 15M급 카타마란을 갖추고 있는데, 내부는 럭셔리한 대형 요트답게 무려 4개의 객실과 샤워실, 살롱, 주방, 노래방 시스템과 에어컨을 구비하고 있다. 가장 인기 있는 프로그램은 요트체험으로, 2시간 정도 소요되는 한산도 투어인데, 영운항을 출발하여 삼창이 바위, 죽도, 한산도 하선까지 포함되어 있는 코스로 짧지만 알차게 요트를 즐길 수 있다. 음료와 간식 제공되며, 일몰 시간에는 1시간 30분 코스로 일몰을 즐길 수 있어 인기가 높다. 요트의 매력에 빠진 사람들을 위해서는 요트 임대가 가능하다. 2시간 이상 임대 시 활어회 또는 바비큐, 와인, 커피가 제공되며, 낚시와 스노클링 장비도 무료 대여한다. 통영 가까이 있는 한산도, 비진도, 연대도 등을 둘러보는 코스로, 10인 기준으로 운영되며, 비용 추가 시 최대 20인까지 승선할 수 있다. 7월에서 8월 사이에 진행되는 스노클링 코스는 한산도까지 요트로 이동하여 1시간가량 청정해역에서 스노클링 체험을 할 수 있다. 그밖에 해당 해상 낚시 하우스 렌트 및 요트 선상 이벤트도 신청할 수 있다.		
*최소 인원 미달 또는 기상 상황에 따라 출항이 취소될 수 있다.",레포츠,수상 레포츠,요트
TRAIN_00218,./image/train/TRAIN_00218.jpg,군포문화원은 전통문화예술을 보존시키고 지역 공동체의 요인이 되는 향토애와 향토 문화 활동을 통하여 문화예술 창달과 진흥을 도모하고자 한다. 건전한 문화정착으로 시민의 정서생활과 전통문화 시민으로서의 자긍심을 고취시켜 시민화하 분위기를 조성하는데 앞장서고자 한다.<br>,인문(문화/예술/역사),문화시설,문화원
TRAIN_00219,./image/train/TRAIN_00219.jpg,"파주 예술인 마을 헤이리의 유일한 한식당으로 평양 출신의 식당 주인은 평양 출신의 모친에게서 전수받은 평양식 조리법을 기본으로 하여, 다년간의 조리 실험에서 얻은 자연 그대로의 양념과 재료로 독특한 맛을 낸다. 바깥주인은 철학을 전공하여 대학에서 학생들을 가르치고 있으며 헤이리 주민들을 상대로 가끔 강의도 하고 토론도 한다. 그래서 cozy house의 실내는 미니 연구실 또는 도서실처럼 꾸며 놓았다.",음식,음식점,한식
TRAIN_00220,./image/train/TRAIN_00220.jpg,"경기도 양주시 장흥면 일영리에 있는 닭백숙 전문 음식점이다. 테이블 아래로 물이 흘러 발을 담그고 식사를 할 수 있어 더운 여름철에 찾는 이들이 많다. 성수기에는 예약 없이 방문하면 출입을 거절당하거나 한참을 기다릴 수도 있다. 누룽지 백숙, 고추장 삼겹살 등이 있으며, 사이드 메뉴로는 감자전, 도토리묵 등이 있다. 셀프 코너에서 추가 그릇과 반찬 등을 가져다 먹을 수 있다. 주문은 안내문에 나와 있는 전화번호로 주문하게 되어 있으며 건물 앞에 주차장이 있다. 송추 IC에서 차량으로 약 7분 거리에 있고 자전거길 건너에 석현천이 있다. 인근에 장흥 자동차 극장, 두리랜드가 있다.",음식,음식점,한식
TRAIN_00221,./image/train/TRAIN_00221.jpg,"금원산 북쪽 골짜기 큰 바위굴에 새겨져 있는 마애불이다. 뒤의 돌계단을 오르면 바위굴이 있고 안쪽 남향 바위에 삼존불이 새겨져 있다. 삼존불의 부분을 삼각선으로 그어 구획하고, 가운데는 보주형으로 다듬어 세 분의 부처를 새겼다. 중앙의 부처가 두 보살을 좌우로 거느린 모양이다. 중앙은 아미타여래, 오른쪽은 관음보살, 왼쪽은 지장보살로 보인다. 연꽃 수미단 대좌 위의 본존불은 넓적한 얼굴에 삼각형의 코, 얼굴에 비해 작은 눈과 입, 크지만 밋밋한 귀가 토속적 인상을 준다. 좌우 보살의 얼굴도 비슷한데 화려한 옷자락은 조금은 번잡한 느낌이다. 삼존불 모두 도드라지게 새겼으나 전체적으로는 납작하게 표현되었다. 본존불의 각진 어깨, 밋밋한 가슴, 부자연스레 가슴에 모은 팔, 막대 같은 다리, 좌우로 벌린 발등과 같은 도식적인 처리는 고려시대 부처상의 특징이다. 오른쪽에 새긴 글에는 1111년에 제작한 것으로 되어 있다. 아래의 가섭암 자리는 1770년대까지 절이 있었다는데, 지금도 당시의 것으로 보이는 몇 개의 석재가 남아 있다. 지금 위천초등학교에 옮겨진 삼층석탑은 비슷한 고려시대의 탑으로 추정되고 있다. 마애삼존불은 가섭암과 같이 고려시대에 있었던 절의 일부였을 것이다.<br>",인문(문화/예술/역사),건축/조형물,기념탑/기념비/전망대
TRAIN_00222,./image/train/TRAIN_00222.jpg,명동 중국대사관 건너편에 자리한 더스팟패뷸러스는 서울의 중심에서 만나는 대표적인 뉴트로 카페다. 1950년대에 지어진 유럽 스타일의 건물은 원래 중국 삼민주의 동맹회관이 자리했던 곳이다. 우리나라가 중국을 공식 정부로 인정하기 전까지 대만 정부와 관련된 활동들이 여기에서 이뤄졌다. 이들이 철수하고 여러 용도로 사용되었던 건물은 최근 카페로 새롭게 단장했다. 높이 솟은 천장과 큼직하게 뚫린 창문 사이로 명동 한복판이라고는 믿기지 않을 초록빛 자연을 눈에 담을 수 있다. 특히 붉은색 중국대사관 대문이 바라보이는 창가는 홍콩 영화의 한 장면처럼 이국적인 분위기를 풍긴다. 여기에 프랑스 유명 제과 학교 출신 베이킹 팀이 만든 수제 디저트까지 맛볼 수 있어 명동의 새로운 명소로 떠올랐다.,음식,음식점,바/까페
TRAIN_00223,./image/train/TRAIN_00223.jpg,고유의 제천식 한정식을 차려내는 곳이다. 한옥풍의 건물 안은 옛 자개장식장과 전통식 서랍 등 정갈한 느낌의 소품들로 꾸며져 있다. 전라도가 고향인 나이 지긋한 주인이 직접 차려주는 상차림이 특색 있다. 메뉴마다 차이는 있지만 신선로와 구절판 등 전통 한식풍의 한정식을 제공한다. <br>,음식,음식점,한식
TRAIN_00224,./image/train/TRAIN_00224.jpg,"강나루래프팅에서는 인간의 발길이 미치지 않는 계곡의 장엄함과 신비스런 자태를 래프팅 보트에 몸을싣고 감상할 수 있다. 살아 숨쉬는 대자연의 경이로움에 감탄사가 절로 나온다.<br>래프팅은 자연과 더불어 적극적 사고와 진취적 기상을 기르고 호연지기 정신과 공동체 의식을 함양하고, 체력단련을 겸할 수 있는 전천후 수상체험 및 모험 레포츠이다.",레포츠,수상 레포츠,래프팅
TRAIN_00225,./image/train/TRAIN_00225.jpg,강릉승마장은 국내 최고의 실내 승마장으로서 98년 2월에 안인진리에 오픈하여 강릉 지역의 승마대중화를 위하여 노력하고 있다.,레포츠,육상 레포츠,승마
TRAIN_00226,./image/train/TRAIN_00226.jpg,"이제는 기차마을로 유명해진 곡성은 사실 섬진강의 고장이기도 하다. 전북 진안과 장수 사이의 팔공산에서 발원, 약 200여 km를 달려 남해 바다에 몸을 뉘는 섬진강은 호남의 중부내륙을 종으로 달리는 대표적인 젖줄이다. 이 강의 중류에 위치한 곡성 사람들은 섬진강에서 맑은 물과 먹을거리를 얻어 왔다. 곡성의 음식이 특히 맛있는 것은 필시 섬진강의 물과 무관하지 않을 게다. 그뿐만 아니라 곡성은 지리적으로 지리산과 가깝고 남해와도 멀지 않아 '육해강산(陸海江山)'의 먹을거리가 모두 모이는 곳이기도 하다.
곡성에서 가장 큰 한정식집인 궁전회관의 음식 맛과 그 종류가 유별난 데도 이 물맛과 지리적인 영향이 클 것이다. 궁전회관에서 한정식을 주문하면 15가지 이상의 요리가 올라오는데, 그들의 고향이 '육해강산'이다. 홍어회, 전복, 해삼, 조기, 가오리찜은 바다에서, 계란찜, 돼지수육 등은 육지에서, 더덕무침, 취나물은 산에서, 은어튀김 등은 강에서 온 것이다. 반찬 하나하나 남도 지방의 손맛이 느껴진다.
이보다 부담 없이 즐기고 싶다면 일반 백반이 있다. 가짓수 등은 차이가 나지만 그 야무진 손맛은 변함없다. 도회적인 디자인의 건물 외관과 내부 인테리어도 눈길을 끈다. 이름 그대로 동화 속의 거대한 성처럼 웅장하다. 건물에 두 개의 출입구가 있는데 오른 편으로는 궁전예식장이다. 곡성 버스터미널에서 도보로 10분 거리라 접근성이 좋다.",음식,음식점,한식
TRAIN_00227,./image/train/TRAIN_00227.jpg,"문수산 자연휴양림 야영장은 경북 봉화군 봉성면 우곡리에 자리 잡고 있다. 봉화군청을 기점으로 13km가량 떨어져 있다. 자동차를 타고 다덕로, 파인토피아로, 시거리길을 차례로 달리면 닿는다. 도착까지 걸리는 시간은 15분 안팎이다.
캠핑장에는 데크로 이루어진 일반 캠핑 사이트 12면이 마련되어 있다. 우거진 수목 사이에 사이트가 위치해 한여름에도 자연 그늘이 만들어진다. 자연휴양림이기 때문에 화로 사용 등 야영장 내에서 불을 피우는 것은 금지다. 단, 캠핑장 앞에 바비큐장이 있어 불편하지 않다. 캠핑장 주변에는 국립백두대간 수목원, 다덕약수관광지가 있어 연계 여행에 나서기 수월하다.",레포츠,육상 레포츠,"야영장,오토캠핑장"
TRAIN_00228,./image/train/TRAIN_00228.jpg,아이하시 매장은 부산 대청동 국제시장안에 위치하고 있다. 천연목을 숙련된 장인의 손길로 다듬어 만든 아이하시 젓가락은 인체에 무해한 도료를 사용하는 고급 수제 젓가락이다. 전량 일본에서 생산되는 제품을 수입해서 아이하시 공장에서 목제 가공 및 손잡이 부분의 여러가지 색상 및 디자인을 가미한 제품이다. 특히 입이 닿는 부분에는 전량 천연 옻을 사용하기 때문에 안전하고 고급스럽다.,쇼핑,쇼핑,"공예,공방"
TRAIN_00229,./image/train/TRAIN_00229.jpg,"한국 안에 작은 유럽마을 ‘쁘띠프랑스’ & ‘이탈리아마을 피노키오와다빈치’가 오는 12월 3일(금)부터 2022년 3월 13일(일)까지 ‘제 1회 피노키오&어린왕자 별빛축제’를 개최한다. 코로나19로 인해 해외여행이 어려운 요즘, 여권없이도 방문이 가능한 #경기도가볼만한곳 쁘띠프랑스 & 이탈리아마을 피노키오와다빈치에서 이색적인 유럽축제를 꼭 경험해보시길 바란다.",인문(문화/예술/역사),축제,일반축제
